828	“我是多么想见见他啊！”他经常说。	7
829	他飞入阴暗的小巷里看见那些饥饿的小孩带着苍白的瘦脸没精打彩地望着污秽的街道。	5
830	你怎么对所有需要怜悯的人那样冷酷无情呢?	2
831	At last he lost his way, and wandered off on the moor, which was a very dangerous place, as it was full of deep holes, and there poor little Hans was drowned.	3
832	That is not conversation.	8
833	我们踩榨葡萄，别人喝葡萄酒。	5
834	Whizz! Whizz! went the Catherine Wheel, as she spun round and round.	6
835	他脸上盖着一块灰色的麻布头巾，从小网眼儿里他的眼睛闪射出灼人的光芒。	3
836	一天晚上，他来到一座城门前，该城位于河边，城墙非常坚固，尽管他累得不行，脚又很疼，他还是准备进城去。	7
837	于是他修建了一堵髙墙，把花园围起来，还挂上一块牌子：	8
838	You will hear our glee-club this evening.	7
839	“你说这话是疯了，”星孩生气地大声说，	2
840	Then they invited the North Wind to stay with them, and he came. 	8
841	一等他们把锚抛下，收好帆索，黑人们就到货舱里拿出一架长绳梯，上面拴着沉甸甸的铅块儿。	5
842	他们的羽毛让白霜冻得硬刷刷,但是他们一点儿也不在乎;他们滚动着他们的大黄眼睛，在森林里彼此遥相呼叫：“啯啯啯喵------啯啯!啯啯啯喵------啯啯！我们遇到了多么好的天气啊！”	0
843	I like hearing myself talk.	0
844	It was a large lovely garden, with soft green grass. 	0
845	Its branches were all golden, and silver fruit hung down from them, and underneath it stood the little boy he had loved.	0
846	You are the rudest person I ever met, said the Rocket, "and you cannot understand my friendship for the Prince."	2
847	他走过时蛭蛇冲他嘶嘶直叫，鲜亮的鹦鹉叽叽喳喳在枝头飞来飞去。	0
848	Only in the garden of the Selfish Giant it was still winter. 	1
849	他这样穿戴好，走出他的宫寝，进了大厅，满朝文武大臣都正在那里静候他。	7
850	As soon as there was perfect silence, the Rocket coughed a third time and began.	7
851	Then all that was left of him was the stick, and this fell down on the back of a Goose who was taking a walk by the side of the ditch.	6
852	它真美，我相信它有一个长的拉丁名字；”他弯下身去摘了它。	4
853	That is the important thing.	4
854	Every afternoon, as they were coming from school, the children used to go and play in the Giant's garden. 	0
855	“他脖子上没有戴着一条琥珀项链吗？	8
856	年轻的国王从高高的祭坛走下来，穿过人群，向宫中走去。	7
857	Travel improves the mind wonderfully, and does away with all one's prejudices.	0
858	就这样，星孩和樵夫的孩子一起抚养大了，同他们坐在同一张餐桌旁就餐，同他们一起玩耍。	0
859	于是他走过去，朝她扔石头，取笑她;那要饭女人眼睛里充满恐怖，看着他，而且是目不转睛地注视他。	3
860	Well, upon my word, you are very ungrateful, said the Student angrily; and he threw the rose into the street, where it fell into the gutter, and a cart-wheel went over it.	2
861	他们路过那根柱子时，市长抬头看了看塑像：“我的天哪！这快乐王子看上去真寒確！ ”他说。	6
862	“我们过得多么快乐幸福啊！ ”他们互相告慰道。	0
863	黑人们抓过他手里的珍珠，又把他推向海中。	3
864	他低下头祈祷，穿着硬教袍的祭司们悄悄退下了祭坛。	4
865	“你把我三分之一的仆人都害死了，”她哭叫道，“快给我走吧。	3
866	他们把仙人掌连根拔起,踩踏上面的红色花朵。	5
867	He had been to visit his friend the Cornish ogre, and had stayed with him for seven years.	4
868	他们玩耍了整整一天，天黑了他们才来和巨人道别。	0
869	I am very glad I have travelled.	0
870	“这是一个令人愉快的地方，”北风说，“我们一定要请冰雹来访冋。”	0
871	然而他记起了他做的几个梦,就和他的朝臣说：“把这些东西拿走，我不会用它们的。”	4
872	不公平瓜分了这世界，除了忧愁分得公平，什么东西都分得不公平。”	2
873	All his poor relations, to whom he would never speak, except with a sneer, shot up into the sky like wonderful golden flowers with blossoms of fire.	0
874	但是他对他们说：“我不配啊，因为我不认我的亲生母亲，在我找到她，求得她的原谅之前，我是不会心安的。	1
875	这世界的负重是任何一个人都承担不了的，这世界的悲哀也是任何一颗心都承受不了的啊。	1
876	因为花园里没有孩子们，鸟儿不愿意在里面唱歌，桃树也忘记开花了。	1
877	One morning the Giant was lying awake in bed when he heard some lovely music.	0
878	在士兵周围拥挤的人群之中，他看见了他的母亲，那个要饭女人，她身边站着那个曾坐在路边等他的麻风病人。	8
879	你一脸幸福哪。	0
880	快快滚到一边。	2
881	The birds were flying about and twittering with delight, and the flowers were looking up through the green grass and laughing. 	0
882	在花园最远的角落，一棵树开满了可爰的白花儿。	0
883	星孩哭了，低下头来，祈求上帝造就的万物原谅他，并继续在森林里行走，想决心找到那个要饭的女人。	1
884	I hate people who cry over spilt milk.	5
885	可怜的孩子们这下没有地方可玩儿了。	1
886	但是他又严厉地和他们讲了一遍，说:“快把这些东西拿走，别让我看见他们。	2
887	据说，一位健壮的市长前来代表本城的全体市民发表一份华丽的演说，却发现他五体投地地跪在一幅刚刚从威尼斯运来的大画像前，好像在对某些新神顶礼膜拜。	3
888	最后他迷了路，在非常危险的沼泽地跌跌撞撞，不慎掉进了深窟窿里，可怜的小汉斯淹死了。	3
889	但是麻风病人一个劲儿求他，星孩终于动了恻隐之心，把那块白金送给了他。	4
890	Indeed, the Court Gazette called him a triumph of Pylotechnic art."	6
891	他身穿这套国王服装站在那里，镶着珠宝的神龛的门一扇扇打开，明晃晃的圣体匣好似一块水晶，放射出一团奇妙而神秘的光芒。	0
892	星孩于是走向树林，花了整整一天时间搜寻那块黄金，但是怎么找也找不到。	1
893	A delightful voice, certainly, continued the Frog; "I hope you will come over to the duck-pond.	7
894	He was very much admired indeed.	4
895	连田里的牛马还赞美上帝呢。	0
896	那是一个冬天，入夜后天冷得更厉害了。	3
897	“春天把这花园遗忘了，”他们大叫着，“这下我们可以一年到头住在这里了。”	0
898	过了一会儿，潜水员从海水里浮上来,喘着粗气，右手拿着一颗珍珠，往绳梯上爬。	5
899	“可我如何报答你呢，”星孩说，“你瞧！这可是你第三次救我了啊！”	0
900	And the other children, when they saw that the Giant was not wicked any longer, came running back, and with them came the Spring.	0
901	He always coughed before he made any observation, so as to attract attention.	8
902	他下海的地方冒上来几个水泡。	8
903	乃但是他回答同伴说：“不，这斗篷既不是我的，也不是你的，是这孩子的他和同伴告别，走到自家门口，敲响了门。	8
904	“一点不错，”樵夫回答说，“正像你说的一样。”	8
905	你快去那些需要你的地方，躲开我的仆人吧。	3
906	Certainly, exclaimed the Bengal Light, who was now in better spirits; "that is only common sense."	0
907	有一天，村里来了一个穷要饭女人。	8
908	这男人一时无话，但仍站在门前不动弹。	8
909	这红宝石的心里有鲜血，这珍珠的心里是死亡。	3
910	务必把那块白金带来,要不你过不了这关，别忘了你是我的奴隶,我可是用一碗甜酒的价钱把你买来的。”	3
911	商人虐待我们，我们必须对他们言听计从。	3
912	炎热的太阳火辣辣地烤着他们。	5
913	It was a lovely scene, only in one corner it was still winter.	0
914	My father was a Rocket like myself, and of French extraction.	0
915	If you want to give pleasure to others, cried the Roman Candle,you had better keep yourself dry.	8
916	Then he began to feel a curious tingling sensation all over him.	3
917	物革旦人的山区里正在打仗，双方的国王都在召唤你呢。	7
918	这时候，雕像里面响起一种奇怪的声音，好像有什么东西破碎了。	1
919	“我根本不是你的儿子，	2
920	但是树林的美对他却没有一点好处，因为不管他走到哪里，刺儿都会马上从地里疯长出来,拦住他的去路，那些可恶的尊麻刺伤他,蓟也用浑身大刺扎他，他可遭了大罪了。	3
921	The Giant loved him the best because he had kissed him.	0
922	草地上到处长着美丽的鲜花，像星星一样；春天时节，花园里的十二棵桃树盛开耀眼夺目的粉红色花儿和银白色花儿；秋天来了，树上结满了累累果实。	0
923	So it was always Winter there, and the North Wind, and the Hail, and the Frost, and the Snow danced about through the trees.	1
924	不久，春天来了，乡间到处开满小小花朵，小鸟儿到处飞舞。	0
925	BAD Rocket? BAD Rocket? he said, as he whirled through the air; "impossible! GRAND Rocket, that is what the man said.	6
926	摆放着玛瑙和天青石的大书柜占据一隅，而面朝窗户的是一个做工讲究、镶金涂漆的装板柜橱，只见上面摆着各种精致的威尼斯玻璃杯和一个暗纹石华杯。	8
927	他马上脸色惨白，说：“为哪位国王？”	3
928	政府为什么连管也不管呢？”	2
929	那是一个可爰的大花园，茸茸绿草满地都是。	0
930	In fact, you should be thinking about me.	8