id	text	label
288	她要是给家里带不回一些钱，她父亲会打她的，她在哭泣。	Fear
289	Good-bye, cried the Fire-balloon, as he soared away, dropping tiny blue sparks.	Joy
290	他们终于脱险，因此高兴得不知怎么才好，哈哈大笑起来，大地在他们看来像一朵银花，月亮则像一朵金花。	Joy
291	一个样子凶恶的老头儿正好路过，大声吆喝说：“我出这个价买下他。”他把钱付清后，领着星孩进了城。	Fear
292	苦难在一大早就把我们弄醒，耻辱夜里和我们坐在一起。	Sadness
293	Therefore get thee hence, and let me see thee no more.	Anger
294	Indeed, if he is a really true friend he prefers it, for he knows that then he is doing good.	Love
295	他们中间的一个对另一个说：“我们这才是空欢喜一场，连一点儿好运气也摊不上，一个小娃娃能让一个人得到什么好处？	Sadness
296	He was so small that he could not reach up to the branches of the tree, and he was wandering all round it, crying bitterly.	Sadness
297	”他愁眉苦脸地离去，把梭子抛进织布机，年轻的国王看见梭子里带着一条金丝。	Sadness
298	他们的小红爪子冻得不轻，可是他们觉得他们有责任对目前的局势采取浪漫的看法。	Love
299	狮子伏击商队，吃掉骆驼。	Fear
300	凶恶的强盗下山抢走小孩,把他们卖给摩尔人。	Fear
301	In the farthest corner of the garden was a tree quite covered with lovely white blossoms.	Joy
302	And when he came quite close his face grew red with anger, and he said, "Who hath dared to wound thee?"	Anger
303	“你说的是实话，”樵夫回答说，“可是我在树林里发现你时对你动了恻隐之心。”	Love
304	只有那个小男孩儿没有跑掉，因为他的眼睛里满是泪水，没有看见巨人走了过来。	Sadness
305	随后他开始感到全身上下一阵奇怪的刺痛。	Fear
306	Now I am going to explode, he cried.	Fear
307	But nobody heard him, not even the two little boys, for they were sound asleep.	Sadness
308	Then the Spring came, and all over the country there were little blossoms and little birds. 	Joy
309	What a delightful voice you have! cried the Frog.	Joy
310	The world is certainly very beautiful, cried a little Squib.	Joy
311	But when he saw her who was waiting there, he laughed scornfully and said, 'Why, where is my mother?	Anger
312	'Nonsense!' growled the Wolf.	Anger
313	'Well, really,' answered the Miller, 'as I have given you my wheelbarrow, I don't think that it is much to ask you for a few flowers.	Anger
314	Romance is dead, Romance is dead, Romance is dead, she murmured.	Sadness
315	What a silly question! cried the Water-rat.	Anger
316	You are blind now, he said, "so I will stay with you always."	Love
317	多么可怕的灾难！	Fear
318	And when he passed through the villages the children mocked him, and threw stones at him, and the carlots would not suffer him even to sleep in the byres lest he might bring mildew on the stored corn, so foul was he to look at, and their hired men drave him away, and there was none who had pity on him.	Anger
319	魔术师于是朝他扑来，打了他一顿，在他面前放了一个空木盘，说：“吃吧。”然后又放了一个空杯子，说：“喝吧。”把他又扔进了地牢里。”	Fear
320	If they were real crackers they could not be lovelier.	Joy
321	年轻的国王大叫一声醒来，瞧！他在他自己的寝宫里，透过窗户他看见一轮蜜黄色明月悬在暗淡的天空。	Fear
322	但是他们不让进，还用他们的长矛刺他。	Anger
323	星孩一看她走了，心下欢喜，赶紧去找他可以一起玩耍的小伙伴去了。	Joy
324	It was a magnificent ceremony, and the bride and bridegroom walked hand in hand under a canopy of purple velvet embroidered with little pearls.	Joy
325	今天你去给我把那块白金拿来,要是你拿不来，那我准会让你挨上一百鞭子。	Anger
326	 I shall never get over it.	Sadness
327	你母亲没有住在这个城里。	Sadness
328	可是星孩说：不，只怪我对我母亲冷酷无情，这种灾难就是对我的惩罚。	Sadness
329	帆船船长立即拿起一张彩色弓，射中了其中一个人的喉咙。	Fear
330	The bride and bridegroom, for instance, love each other very dearly.	Love
331	请你给我爰吧。	Love
332	我永远都对付不了这种事。	Fear
333	He had dreamy violet eyes, and his hair was like fine gold.	Joy
334	这样，那女人站了起来，向森林走去,哭得伤心极了。	Sadness
335	他看见一幕美不胜收的景致。	Joy
336	I don't think much of that, said the Duck, "as I cannot see what use it is to any one.	Anger
337	At last he lost his way, and wandered off on the moor, which was a very dangerous place, as it was full of deep holes, and there poor little Hans was drowned.	Fear
338	他瘫倒在草地上哭了起来，跟自己说：“这肯定是我罪孽深重造成的苦果啊。	Sadness
339	“瞰！怎么会呢，”火箭大声嚷道。	Anger
340	他过去从来没有如此急切地,或说如此狂喜地感受到诸多美丽的东西的魔力和真谛。	Joy
341	不过是一个大学生罢了。	Anger
342	疟疾身后升起一股冷雾，一条条水蛇在她身旁乱跑。	Fear
343	It was a very wild night, and the wind was blowing and roaring round the house so terribly that at first he thought it was merely the storm.	Fear
344	'I tell you that it is all the fault of the Government, and if you don’t believe me I shall eat you.' The Wolf had a thoroughly practical mind, and was never at a loss for a good argument.	Anger
345	“快使劲靠哪，小夜莺，”玫瑰树喊叫说，“要不然玫瑰花儿还没变红天就亮了。”	Fear
346	秋天给每一座花园带来了金色的果实,但是巨人的花园却得不到秋天的垂青。	Sadness
347	星孩脸色通红，十分生气，在地上跺着脚，说：“你是谁，敢对我发问？	Anger
348	花园里唯一感到高兴的人是雪和霜。	Joy
349	红雀儿回答说：“你图一时快活，把我的翅膀剪掉了。	Anger
350	Wherefore art thou so cruel to all who need pity?'	Anger
351	“用劲顶啊，小夜莺，”玫瑰树叫喊说，“要不然天亮时这朵玫瑰花儿还培育不成呢。”	Fear
352	The poor tree was still quite covered with frost and snow, and the North Wind was blowing and roaring above it.	Sadness
353	I have no sympathy myself with industry of any kind, least of all with such industries as you seem to recommend.	Anger
354	As he received no salary at all this was not of much use to him, but it was considered a great honour, and was duly published in the Court Gazette.	Joy
355	他还很幼小,没法儿爬上树的枝杈，正围着那棵树转啊转啊，哭得伤心极了。	Sadness
356	Of course I should not dream of doing so if I were not your friend.	Love
357	I knew I should create a great sensation, gasped the Rocket, and he went out.	Joy
358	The Prince and Princess sat at the top of the Great Hall and drank out of a cup of clear crystal.	Joy
359	Often did the old priest send for him, and seek to teach him the love of living things, saying to him: 'The fly is thy brother.	Love
360	我们种下玉米，我们的餐桌上却没有吃的。	Sadness
361	他一回来就看见孩子们在花园里玩耍。	Joy
362	This is a delightful spot, he said, "we must ask the Hail on a visit." 	Joy
363	He could not play about any more, so he sat in a huge armchair, and watched the children at their games, and admired his garden.	Joy
364	It certainly was a marvellous sight. 	Joy
365	他抽搐了一阵儿，接着就一动不动了。	Fear
366	有一次，一朵美丽的花儿从草地上探出头来，可是一看见那块告示牌，不禁为那些孩子感到十分难过，它把头又缩回地下去，呼呼睡起大觉来。	Sadness
367	傍晚时分他坐了下来，伤心地哭泣；正哭着，那只小兔子又来到他跟前。	Sadness
368	Here is the basket, and mind you fill it quite full.'	Fear
369	我吃了很多苦才找到了你啊。”	Sadness
370	他发沉的眼睑垂了下来，一种少有的消沉一下子支配了他。	Sadness
371	“唉呀！”星孩叹声气说，“我口袋里只有一块金子，可要是我不把它交给我的主人，他准会打我的，我是他的奴隶哪。”	Sadness
372	“喔，天哪，你竟这般负情。”大学生气愤地说；他把那朵红玫瑰扔向大街,花儿正好掉进臭水沟,一辆马车的轮子从上面辗了过去。	Anger
373	It was the farthest corner of the garden, and in it was standing a little boy.	Sadness
374	How happy we were there, they said to each other.	Sadness
375	'What a silly boy you are'! cried the Miller, 'I really don't know what is the use of sending you to school.	Anger
376	Therefore get thee hence, and let me see thy foul face no more.'	Anger
377	埃及设防的城市里也流行饥荒，蝗虫是从大荒漠里出来的。	Sadness
378	And the Giant's heart melted as he looked out.	Joy
379	So cold was it that even the animals and the birds did not know what to make of it.	Fear
380	“啊呀，老公啊！”她嘟哝说，“难道我们自家的孩子还不够多，你非要捡一个弃儿往咱炉边挤吗？	Anger
381	Only true lovers could drink out of this cup.	Love
382	The little Squirrels, who lived inside the tall fir–tree, kept rubbing each other’s noses to keep themselves warm, and the Rabbits curled themselves up in their holes, and did not venture even to look out of doors.	Fear
383	这乐曲在他耳际萦绕，妙不可言，他原以为一定是国王的乐师演奏着曲子走过。	Joy
384	So the Magician fell upon him, and beat him, and set before him an empty trencher, and said, 'Eat,' and an empty cup, and said, 'Drink,' and flung him again into the dungeon.	Anger
385	这确实令人心碎害怕！	Fear
386	我们为活着干活儿，他们给我们可怜的工资逼我们去死。	Sadness
387	Suppose, for instance, anything happened to me to-night, what a misfortune that would be for every one!	Sadness
388	She was a Russian Princess, and had driven all the way from Finland in a sledge drawn by six reindeer.	Joy
389	他一时忘了自己的忧愁，返身跑到那儿，看见一只小兔子掉进了猎人设下的陷阱。	Sadness
390	实际上是你应该多想想我。	Love
391	难道你是我们老板派来监视我们的探子吗？	Anger
392	那个老神父也经常找他去，尽心尽力教他热爱有生命的东西，并对他说：蝇子是你的兄弟。	Love
393	“别说了，还是你首先对我大发善心的呀兔子说完，转眼就跑走了。	Joy
394	“我不明白为什么春天这么晚了还不来，”自私的巨人心下思忖，坐在窗前看着他那冰天雪地的花园，“但愿这气候变化变化才好。”	Sadness
395	All day long they played, and in the evening they came to the Giant to bid him good-bye.	Joy
396	Spring has forgotten this garden, they cried, "so we will live here all the year round."	Sadness
397	And when the people were going to market at twelve o'clock they found the Giant playing with the children in the most beautiful garden they had ever seen.	Joy
398	我们整天为他们卖苦力，他们在金库里堆砌金子，我们的孩子们过早夭折了，我们热爰的那些人的脸变得冷酷而邪恶。	Anger
399	You must sing to me with your breast against a thorn.	Fear
400	他老婆开了门，看见她丈夫平安回到身边，便把两条胳膊缠在丈夫脖子上亲吻丈夫，接着从他背上取下那捆柴火，扫掉他靴子上的雪，要他进屋子里来。	Joy
401	两只苍鹭在船周围飞来飞去。	Fear
402	可是孩子们说他们并不知道他住在哪里，过去从来也没有见过他；巨人觉得伤心极了。	Sadness
403	但是爱情比生命更可贵，比起人的心，鸟的心又算得了什么？	Love
404	她的歌儿越来越细弱，她觉得有什么东西堵住了她的喉咙。	Fear
405	你给我听着,你这人好无礼,你以为你是谁？	Anger
406	你就快快离开这里吧，别再让我看见你这张难看的脸。	Anger
407	But they would not, and pricked him with their spears.	Fear
408	It is a very dangerous thing to know one's friends.	Fear
409	How very silly of him not to stay here! said the Rocket.	Anger
410	他在幻觉中看见自己站立于大教堂高高的祭坛上，身穿华贵的龙袍，他那孩童般的嘴角露出顽皮而持久的微笑,他那黑髏黯林地般的眼睛放射岀明亮的光芒。	Joy
411	Now I go in for domesticity, and look after my family."	Joy
412	I tell you what, you are very rude, and, after all, who are you?	Anger
413	Well, I said Pylotechnic, answered the Rocket, in a severe tone of voice, and the Bengal Light felt so crushed that he began at once to bully the little squibs, in order to show that he was still a person of some importance.	Anger
414	Any place you love is the world to you, exclaimed a pensive Catherine Wheel, who had been attached to an old deal box in early life, and prided herself on her broken heart.	Sadness
415	Give me rainy weather and a ditch, and I am quite happy.	Joy
416	Here and there over the grass stood beautiful flowers like stars, and there were twelve peach-trees that in the spring- time broke out into delicate blossoms of pink and pearl, and in the autumn bore rich fruit. 	Joy
417	于是，他轻手轻脚地抱起那孩子，用斗篷把孩子包裹上，免得孩子受冻，然后寻路下山，向村子走去；他的同伴对他的愚蠢行为和好心肠感到很不理解。	Love
418	But when the children saw him they were so frightened that they all ran away, and the garden became winter again.	Fear
419	It is really too dreadful!	Fear
420	他也打听不到他母亲也就是那个要饭女人的一点消息，尽管他在世界上寻找了三年，也往往好像看见她就在前面的路上走，便呼喊她,在她身后紧追不舍，尖利的石片把他的脚割得血淋淋的。	Fear
421	枯干的刺儿开了花，开出的红玫瑰比红宝石还艳红，	Joy
422	这块土地是自由的，年轻的国王说，你不是任何人的奴隶。	Joy
423	Romance never dies.	Love
424	那是一片荒凉的墓地，位于城外。	Fear
425	小松鼠生活在局杉树洞里，不停地互相蹭鼻子保持暖和,兔子在他们的窝里蜷成一团，根本不敢贸然到窝口来探头探脑。	Fear
426	他们中间的一个对另一个说：我们这才是空欢喜一场，连一点儿好运气也摊不上，一个小娃娃能让一个人得到什么好处？	Sadness
427	“这位做梦能手在哪里？”他们高声叫道，	Anger
428	巨人的花园总是冬天，北风、冰雹、霜和雪在树间肆意起舞。	Sadness
429	星孩吃过喝过后，老头儿走了出去，把身后的门锁上，并用铁链子把门拴得牢牢的。	Fear
430	贫穷从我们不见阳光的小巷溜进来，瞪着饥饿的眼睛；罪恶面无表情地接踵而来。	Fear
431	And a great terror seized upon him, and he said to the weaver, 'What robe is this that thou art weaving?'	Fear
432	来和我一起玩儿吧，我不会取笑你的。	Love
433	三个阿拉伯人骑着野毛驴出来，向他们投掷标枪。	Fear
434	不，你真的是我的小儿子啊，我当时把你生在树林里了，她哭叫着，跪在地上，向星孩伸出她的双臂。	Sadness
435	Well, good-bye, I have enjoyed our conversation very much, I assure you.	Joy
436	为一个暴君干活儿固然苦，可是干活儿找不到主子更苦啊。	Sadness
437	He flew so high that the people were afraid that he would never come down again.	Fear
438	你能阻止这些事情发生吗？你愿意和麻风病人同床共寝吗？愿意和乞丐同桌共餐吗？狮子会按你说的做吗？野猪会听从你的命令吗？造成人间苦难的他不比你更精明吗？	Anger
439	我什么都不会给你的，她喃喃地说。	Sadness
440	在战争中，织工回答说，强者使弱者成为奴隶，而和平年代，富人使穷人成为奴隶。	Anger
441	海盗在荒芜的海岸劫掠，把渔民的船烧掉，抢走他们的渔网。	Fear
442	他确实备受仰慕。	Love
443	然而等他来到树林外围，他听见灌木丛里传来一声痛苦的尖叫。	Sadness
444	他身后继位的人却以恶治国。	Anger
445	They were extremely practical, and whenever they objected to anything they called it humbug.	Anger
446	“不，”兔子回答说，“只不过像你对待我那样，我同样地对待你罢了。”兔子说完一转眼跑走了，星孩就朝城市走去。	Love
447	“我在寻找我的母亲，”他回答说,“我求求你放我进去，也许她就在这城里呢。”	Love
448	But I like arguments, said the Rocket.	Joy
449	It is not comfortable here, he remarked, but no doubt it is some fashionable watering-place, and they have sent me away to recruit my health.	Sadness
450	“我这花园哪儿都没有红玫瑰啊！”他感叹说，美丽的眼睛里充满了泪水,	Sadness
451	那女人一看这两样东西就高兴得哭起来，说，他就是我丢在森林里的小儿子呀。	Joy
452	Who hath dared to wound thee? cried the Giant, tell me, that I may take my big sword and slay him.	Anger
453	Really, if it had been arranged beforehand, it could not have turned out better for him; but, Princes are always lucky.	Joy
454	国王说：“这就是你的母亲，你用泪水清洗了她的脚。”	Love
455	他愁眉苦脸地离去，把梭子抛进织布机，年轻的国王看见梭子里带着一条金丝。	Sadness
456	No one in the whole world is so sensitive as I am, I am quite sure of that.	Love
457	别说了，还是你首先对我大发善心的呀，兔子说完，转眼就跑走了。	Love
458	但是那麻风病人苦苦哀求，星孩于是对他起了善心，把黄金送给他了。	Love
459	It is what I call selfishness, and selfishness is a most detestable thing, especially to any one of my temperament, for I am well known for my sympathetic nature.	Anger
460	死亡又大笑起来，用手指吹响口哨,一个女人从天而降。	Joy
461	Here you are laughing and making merry just as if the Prince and Princess had not just been married.	Joy
462	他又抽泣起来，说，母亲，我的痛苦使我不堪忍受啊。	Sadness
463	You are a very irritating person, said the Rocket, and very illbred.	Anger
464	星孩回答他们说：我不是什么国王的儿子，只是一个可怜的要饭女人的孩子。	Sadness
465	“唉呀！”星孩叹声气说，“我口袋里只有一块金子，可要是我不把它交给我的主人，他准会打我的，我是他的奴隶。”	Fear
466	但是，他们转喜为悲，因为他们想起他们家境贫穷，其中一个对另一个说:我们有什么好快乐的？瞧瞧这生活是偏向富人的，不是为我们这等人着想的！	Sadness
467	And when the people were going to market at twelve o'clock, they found the Giant playing with the children in the most beautiful garden they had ever seen.	Joy
468	一颗非常明亮而美丽的星星从天上掉下来了。	Joy
469	太阳西下时，他坐在地上哭起来，可就在哭泣时，他从陷阱里救上来的小兔子来到了他的跟前。小兔子跟他说：你哭什么？	Sadness
470	“喟啾！喟啾！喟啾！”绿红雀叽叽咕咕地唠叨着，这大地老人冻死了，他们给她穿戴了一身白衣服准备入殓下葬了。	Sadness
471	他头顶地上的尘土，抽泣不止,诚如一个心痛欲裂的人，对她说：母亲啊，在我春风得意时我不认你。	Sadness
472	我吃了很多苦才找到了你啊。	Sadness
473	My nerves are certainly very much shattered, and I require rest.	Fear
474	“不”，死亡回答说，“你不给我一粒玉米，我就是不走。”	Fear
475	他对所有的市民都主持公道，施与慈悲；他把那个邪恶的魔术师驱逐岀去，给那个樵夫和他老伴儿送去许多丰厚的礼物，并且对他们的孩子封官晋爵。	Love
476	And the weaver looked at him angrily, and said, Why art thou watching me?	Anger
477	兔子跟他说，你找的那块红金子就在你身后的那个岩洞里。	Love
478	My good creature, cried the Rocket in a very haughty tone of voice, I see that you belong to the lower orders.	Anger
479	星孩脸色通红，十分生气，在地上跺着脚，说，你是谁，敢对我发问？	Anger
480	It is so beautiful that I am sure it has a long Latin name, and he leaned down and plucked it.	Love
481	他瘫倒在草地上哭了起来，跟自己说，这肯定是我罪孽深重造成的苦果啊。	Sadness
482	“哎呀！我的儿，”她哭叫道，我走之前你不吻我吗？	Sadness
483	Bang! Bang! answered the Crackers, who were enjoying themselves immensely.	Joy
484	年轻的国王又低下他的头，祈祷，等完成他的祷告，他站了起来，转过身悲哀地看着他们。	Sadness
485	热病踩过的草都纷纷枯萎了。	Sadness
486	一天早上，巨人醒来躺在床上，这时他听见了一种美妙的乐曲。	Joy
487	他爱恋自己，夏天里微风不起水波不动时，他常常趴在神父果园的那口井旁，注视井下他自己那张脸的精妙之处，为从自己美貌中获得的愉悦而欢笑。	Joy
488	“要是你真的是我的生身母亲，”他说，那你还是离去的好，别在这儿让我丢脸，你瞧我原以为我是某颗星星的孩子,而不是一个叫花子的孩子，像你和我说的那样。	Anger
489	They danced so beautifully that the tall white lilies peeped in at the window and watched them, and the great red poppies nodded their heads and beat time.	Joy
490	然后他又邀请北风与他们做伴，北风就赶来了。	Joy
491	那麻风病人看见他来了，站在大路中间，大声嚷叫起来，说，快把那块红金子给我吧，要不我就死定了。	Fear
492	苍白的病恢恢的孩子们蜷缩在大梁上。	Sadness
493	贪婪一看三分之一的人都死了，心痛得捶胸哭泣。	Sadness
494	But when I think that they might lose their only son, I certainly am very much affected.	Sadness
495	他欣喜若狂，一把抓住它，对兔子说："我为你效了点儿劳，你却成倍地补偿了我；我对你发了点儿善，你还我的有百倍之多啊。”	Joy
496	And the trees were so glad to have the children back again that they had covered themselves with blossoms, and were waving their arms gently above the children's heads. 	Joy
497	于是他赶紧跑过去，弯下腰用手去拿，原来是一件金丝织的斗篷，精巧地绣着许多星星，叠了许多折。	Joy
498	A person who, because he has corns himself, always treads on other people's toes, answered the Roman Candle in a low whisper, and the Cracker nearly exploded with laughter.	Joy
499	She was like a white rose before, said a young Page to his neighbour, "but she is like a red rose now", and the whole Court was delighted.	Joy
500	Really it is quite like a croak, and croaking is of course the most musical sound in the world.	Joy
501	It is one of my greatest pleasures.	Joy
502	鸟儿落在树上，唱起悦耳的歌儿，孩子们不由得停下游戏聆听鸟儿们歌唱。	Joy
503	其实只是一只小红雀儿在窗外唱歌，但是因为他很久没有听见鸟儿在他的花园里唱歌，所以他觉得这是人世间最美丽的音乐。	Joy
504	樵夫和他老婆倒也没有少骂他，总是说：我们对待你从来没有像你对待那些孤苦无助的人那样。	Anger
505	And the tree broke at once into blossom, and the birds came and sang on it, and the little boy stretched out his two arms and flung them round the Giant's neck, and kissed him.	Joy
506	他看见星孩来了，赶紧敲响一个木碗，揺起他的铃，向他呼求，说：给我一点儿钱吧，要不我就饿死了。	Sadness
507	I have many beautiful flowers, he said, "but the children are the most beautiful flowers of all."	Love
508	It sounded so sweet to his ears that he thought it must be the King's musicians passing by.	Joy
509	他再也玩儿不动了，只好坐在他的大扶手椅子里，看孩子们玩儿游戏，观赏他自己的花园。	Joy
510	早上起来时，他从树上采摘了一些苦涩的浆果充饥，又向大森林出发，哭得伤心极了。	Sadness
511	“不必多提，毕竟是你首先心疼我的呀。”兔子说，它转眼就跑走了。	Love
512	I often have long conversations all by myself, and I am so clever that sometimes I don't understand a single word of what I am saying.	Joy
513	北风用皮外衣裹得严严实实，整天都在花园里呜呜叫个不停,把烟囱都刮倒了。	Sadness
514	唯一欢迎这大冷天的好像只有大角猫头鹰。	Joy
515	尼罗河没有泛滥，祭士们都在诅咒伊西斯回和奥西里斯図。	Sadness
516	然而，他统治的时候不长，因为他过去遭受苦难太多，考验他的烈火太猛，他仅仅活了三年就死去了。	Sadness
517	然而贪婪攥紧手，咬紧牙关。	Anger
518	When the three days were over the marriage was celebrated.	Joy
519	鸟儿们到处飞动，高兴得叽叽喳喳鸣叫，花儿从绿草地往上张望，喜笑颜开。	Joy
520	咸涩的浪花在桨叶中翻飞。	Sadness
521	树们非常高兴孩子们又回来了，便开满了花儿，在孩子们的头上轻轻地摇动起他们的枝杈。	Joy
522	巨人看着这幕景致，心融化了。	Love
523	他高兴得大叫起来，跑了过去，跪下来亲吻他母亲脚上的伤口，眼泪都把伤口打湿了。	Joy
524	I am laughing because I am happy, replied the Cracker.	Joy
525	但他的心情却十分沉重，因为他知道什么厄运在等着他。	Sadness
526	Delightful! he cried, I shall go on like this for ever. 	Joy
527	小男孩儿对巨人微笑着跟他说：“你曾经让我在你的花园里玩耍过，今天你跟我到我的花园去吧，那是天堂。”	Joy
528	“我身穿痛苦铸就的衣冠，能高兴起来吗？”年轻的国王说。	Sadness
529	红雀儿回答说，你图一时快活，把我的翅膀剪掉了。	Anger
530	The eyes of the Happy Prince were filled with tears, and tears were running down his golden cheeks.	Sadness
531	一抹淡淡的茉莉花香从敞开的窗子飘了进来。	Joy
532	但是那个巨人深爱的小男孩儿再也没有露面。	Sadness
533	 “我什么都不会送给你的。”贪婪说。	Sadness
534	她走得疲惫不堪，就在一棵栗子树下坐下来休息。	Sadness
535	然而星孩呆在原地一动不动，对她完全关上了心扉，除了那女人痛苦的哭泣声外，别的什么也没听到。	Sadness
536	那个老神父也经常找他去，尽心尽力教他热爱有生命的东西，并对他说，蝇子是你的兄弟。	Love
537	他疲乏地爬下绳梯，消失在海中。	Sadness
538	“大地就要喜结良缘了，这是她的婚礼服。”斑鸠彼此小声交谈说。	Joy
539	Ah! the higher things of life, how fine they are! said the Duck; "and that reminds me how hungry I feel": and she swam away down the stream, saying, "Quack, quack, quack."	Joy
540	每天下午，孩子们从学校出来后，都往往到巨人的花园去玩耍。	Joy
541	The sledge was shaped like a great golden swan, and between the swan's wings lay the little Princess herself.	Joy
542	The birds sat on the trees and sang so sweetly that the children used to stop their games in order to listen to them.	Joy
543	星孩一听这话泪流满面，心下嘀咕道:“他们在嘲笑我，拿我的痛苦寻开心。”	Sadness
544	I never said I knew him, answered the Rocket.	Love
545	这时樵夫的小女儿走到他身边，把手搭在他肩上，说，即使你真的失去了你的美貌，那又有什么关系呢？	Love
546	我要到水井旁照一照去，井水会照出我的美丽。	Joy
547	当然,我们之间是有区别的------他穿金戴银而我衣衫褴褛，我饿得要死而他撑得难受。	Sadness
548	小松鼠在杉树上过着孤单的生活，他对小松鼠说：“我的母亲在哪里呢？”	Sadness
549	He was really very sorry for what he had done.	Sadness
550	疼痛越来越厉害，她的歌儿越来越高亢，因为她唱的是用死亡成全的爱情，是不会在坟墓里死去的爱情。	Sadness
551	放学后，他们只好绕着那圈高墙转悠，谈论着墙里那美丽的花园。	Sadness
552	Bitter, bitter was the pain, and wilder and wilder grew her song, for she sang of the Love that is perfected by Death, of the Love that dies not in the tomb.	Sadness
553	疆鼠回答说：你早把我的眼睛弄瞎了。	Anger
554	Then the moon rose like a wonderful silver shield, and the stars began to shine, and a sound of music came from the palace.	Joy
555	You will see them twinkle when I talk to them about the pretty bride.	Joy
556	爰情确实是一件妙不可言的东西。	Love
557	每天下午，学校放学后孩子们都要来和巨人玩耍。	Joy
558	Years went over, and the Giant grew very old and feeble. 	Sadness
559	Huzza! Huzza! cried the Court, and the little Princess laughed with pleasure.	Joy
560	The best thing in him was the gunpowder, and that was so wet with tears that it was of no use.	Sadness
561	红玫瑰比红宝石还鲜红啊，玫瑰的叶子就是年殳扁的金子。	Joy
562	那棵树马上鲜花怒放，鸟儿们纷纷飞来在上面唱歌，小男孩儿伸开他的双臂，紧紧抱住了巨人的脖子，亲吻他。	Joy
563	但是那麻风病人一言不发。	Sadness
564	树间到处是猿和孔雀。	Joy
565	And to the little Squirrel who lived in the fir–tree, and was lonely, he said, 'Where is my mother?'	Joy
566	真的就像哇哇地叫唤，哇哇叫唤当然是世上最有音乐感的声音了。	Joy
567	“哎呀！这种人生观真是太糟了！”火箭说，“不过这也不出我所料。	Anger
568	His body was found the next day by some goatherds, floating in a great pool of water, and was brought back by them to the cottage.	Sadness
569	苍白的月儿听见了，把黎明忘在脑后，滞留在天空不肯离去。	Joy
570	“我觉得好凉快，”男孩子说，“我一定好多了。”他很快进入了香甜的梦乡。	Joy
571	So he ran away into the forest and called out to his mother to come to him, but there was no answer.	Sadness
572	王子和公主从此再没有幸福可言，他们的婚姻生活全都蒙上了阴影,至于国王，我知道他简直过不了这关。	Sadness
573	我的臣子都叫我“快乐王子”，而且我也的确很幸福，如果开心就是幸福的话。	Joy
574	So he went to the well of water and looked into it, and lo! his face was as the face of a toad, and his body was sealed like an adder.	Sadness
575	“她像一朵白玫瑰！”他们呼叫着，纷纷从阳台上往她身上抛花儿。	Joy
576	Here indeed is the true lover, said the Nightingale.	Love
577	'What a delightful time I shall have in my garden,' he said, and he went to work at once.	Joy
578	And when his wife opened the door and saw that her husband had returned safe to her, she put her arms round his neck and kissed him, and took from his back the bundle of faggots, and brushed the snow off his boots, and bade him come in.	Love
579	他的头发像风信子花一样乌黑，他的嘴唇像他渴求的玫瑰一样殷红,可是激情使他的脸色白如象牙,忧愁使他的额头紧锁。	Sadness
580	如果我给她带一朵红玫瑰去，她就会和我一直跳到天亮。	Joy
581	“我是来和你告别的。”他大声说。	Sadness
582	No, answered the Linnet, "I don't think he was distinguished at all, except for his kind heart, and his funny round good-humoured face.	Joy
583	Here is the reddest rose in all the world.	Joy
584	她最初唱的是爱情在少男和少女的心扉萌生。	Joy
585	这是一场洋洋大观的婚礼，在一顶缀满珍珠的紫色天鹅绒华盖下，新娘和新郎手拉手缓缓走过。	Joy
586	雪橇的样子像一只金色大天鹅，这位纤巧的公主本人坐在天鹅的翅膀中间。	Joy
587	“星星有多美啊，”他对她说，“爱情的力量又是多么美妙啊！ ”	Love
