id	text	label
836	My roses are white, it answered, "as white as the foam of the sea, and whiter than the snow upon the mountain.	Joy
837	Therefore weep no more but be glad.	Joy
838	I am no son of thine, for thou art a beggar, and ugly, and in rags.	Sadness
839	“我要让全世界刮目相看，兴奋一阵子,我要轰动一时，让所有的人一年之内不谈论别的事，就把我挂在嘴边。“	Joy
840	可是，她就是不和我跳舞，因为我没红玫瑰献给她，他有气无力地倒在草地上，把脸埋在两只手里,哭了。	Sadness
841	And the leper seeing him coming, stood in the centre of the road, and cried out, and said to him, 'Give me the piece of red money, or I must die,' and the Star–Child had pity on him again, and gave him the piece of red gold, saying, 'Thy need is greater than mine.'	Love
842	I am very sorry,' said little Hans, rubbing his eyes and pulling off his night-cap, but I was so tired that I thought I would lie in bed for a little time, and listen to the birds singing.	Sadness
843	And the Star–Child said to him, 'I have in my wallet but one piece of yellow gold, and if I bring it not to my master he will beat me and keep me as his slave.'	Fear
844	随后，秋天来了，他们都飞走了。	Sadness
845	“是不比乞丐强多少啊，”市议员们说。	Sadness
846	And the Star–Child said to it, 'I am seeking for a piece of white gold, nor can I anywhere find it, and if I bring it not to my master he will beat me.'	Fear
847	'Do not the sparrows die of hunger in the winter?' she asked. 'And is it not winter now?'	Fear
848	And when the Woodcutter, who was cleaving logs in a haggard hard by, saw what the Star–Child was doing, he ran up and rebuked him, and said to him: 'Surely thou art hard of heart and knowest not mercy, for what evil has this poor woman done to thee that thou shouldst treat her in this wise?'	Anger
849	And he flung himself down on the grass and wept, and said to himself, Surely this has come upon me by reason of my sin.	Sadness
850	I may be wrong, but I should have thought that friendship, true friendship, was quite free from selfishness of any kind.	Love
851	I have got all my creepers to nail up, and all my flowers to water, and all my grass to roll.	Joy
852	“高兴起来吧，”夜莺尖声说，高兴起来吧,你会得到你的红玫瑰的。	Joy
853	And when the Moon shone in the heavens the Nightingale flew to the Rose-tree, and set her breast against the thorn.	Sadness
854	But as they were bewailing their misery to each other this strange thing happened.	Sadness
855	“哎！我现在没有红宝石了。”王子说，我只有这双眼睛了。	Sadness
856	“天怎么下起棍子雨了？”她赶紧跳进水里去了。	Fear
857	你怎么对所有需要怜悯的人那样冷酷无情呢?	Anger
858	At last he lost his way, and wandered off on the moor, which was a very dangerous place, as it was full of deep holes, and there poor little Hans was drowned.	Fear
859	“你说这话是疯了，”星孩生气地大声说。	Anger
860	他们的羽毛让白霜冻得硬刷刷,但是他们一点儿也不在乎;他们滚动着他们的大黄眼睛，在森林里彼此遥相呼叫：“啯啯啯喵------啯啯!啯啯啯喵------啯啯！我们遇到了多么好的天气啊！”	Joy
861	I like hearing myself talk.	Joy
862	It was a large lovely garden, with soft green grass. 	Joy
863	Its branches were all golden, and silver fruit hung down from them, and underneath it stood the little boy he had loved.	Joy
864	You are the rudest person I ever met, said the Rocket, "and you cannot understand my friendship for the Prince."	Anger
865	Only in the garden of the Selfish Giant it was still winter. 	Sadness
866	Every afternoon, as they were coming from school, the children used to go and play in the Giant's garden. 	Joy
867	Travel improves the mind wonderfully, and does away with all one's prejudices.	Joy
868	就这样，星孩和樵夫的孩子一起抚养大了，同他们坐在同一张餐桌旁就餐，同他们一起玩耍。	Joy
869	于是他走过去，朝她扔石头，取笑她;那要饭女人眼睛里充满恐怖，看着他，而且是目不转睛地注视他。	Fear
870	Well, upon my word, you are very ungrateful, said the Student angrily, and he threw the rose into the street, where it fell into the gutter, and a cart-wheel went over it.	Anger
871	“我们过得多么快乐幸福啊！ ”他们互相告慰道。	Joy
872	He had been to visit his friend the Cornish ogre, and had stayed with him for seven years.	Love
873	他们玩耍了整整一天，天黑了他们才来和巨人道别。	Joy
874	I am very glad I have travelled.	Joy
875	“这是一个令人愉快的地方，”北风说，“我们一定要请冰雹来访冋。”	Joy
876	不公平瓜分了这世界，除了忧愁分得公平，什么东西都分得不公平。	Anger
877	但是他对他们说：我不配啊，因为我不认我的亲生母亲，在我找到她，求得她的原谅之前，我是不会心安的。	Sadness
878	这世界的负重是任何一个人都承担不了的，这世界的悲哀也是任何一颗心都承受不了的啊。	Sadness
879	因为花园里没有孩子们，鸟儿不愿意在里面唱歌，桃树也忘记开花了。	Sadness
880	One morning the Giant was lying awake in bed when he heard some lovely music.	Joy
881	你一脸幸福哪。	Joy
882	快快滚到一边。	Anger
883	The birds were flying about and twittering with delight, and the flowers were looking up through the green grass and laughing. 	Joy
884	在花园最远的角落，一棵树开满了可爰的白花儿。	Joy
885	星孩哭了，低下头来，祈求上帝造就的万物原谅他，并继续在森林里行走，想决心找到那个要饭的女人。	Sadness
886	可怜的孩子们这下没有地方可玩儿了。	Sadness
887	但是他又严厉地和他们讲了一遍，说:“快把这些东西拿走，别让我看见他们。	Anger
888	最后他迷了路，在非常危险的沼泽地跌跌撞撞，不慎掉进了深窟窿里，可怜的小汉斯淹死了。	Fear
889	但是麻风病人一个劲儿求他，星孩终于动了恻隐之心，把那块白金送给了他。	Love
890	星孩于是走向树林，花了整整一天时间搜寻那块黄金，但是怎么找也找不到。	Sadness
891	那是一个冬天，入夜后天冷得更厉害了。	Sadness
892	“春天把这花园遗忘了，”他们大叫着，“这下我们可以一年到头住在这里了。”	Joy
893	“可我如何报答你呢，”星孩说，“你瞧！这可是你第三次救我了啊！”	Love
894	And the other children, when they saw that the Giant was not wicked any longer, came running back, and with them came the Spring.	Joy
895	这红宝石的心里有鲜血，这珍珠的心里是死亡。	Fear
896	务必把那块白金带来,要不你过不了这关，别忘了你是我的奴隶,我可是用一碗甜酒的价钱把你买来的。	Fear
897	商人虐待我们，我们必须对他们言听计从。	Fear
898	It was a lovely scene, only in one corner it was still winter.	Joy
899	Then he began to feel a curious tingling sensation all over him.	Fear
900	这时候，雕像里面响起一种奇怪的声音，好像有什么东西破碎了。	Sadness
901	我根本不是你的儿子。	Anger
902	The Giant loved him the best because he had kissed him.	Love
903	草地上到处长着美丽的鲜花，像星星一样；春天时节，花园里的十二棵桃树盛开耀眼夺目的粉红色花儿和银白色花儿；秋天来了，树上结满了累累果实。	Joy
904	So it was always Winter there, and the North Wind, and the Hail, and the Frost, and the Snow danced about through the trees.	Sadness
905	不久，春天来了，乡间到处开满小小花朵，小鸟儿到处飞舞。	Joy
906	他马上脸色惨白，说：“为哪位国王？”	Fear
907	政府为什么连管也不管呢？	Anger
908	那是一个可爰的大花园，茸茸绿草满地都是。	Joy
909	And the old man took then from his turban a scarf of figured silk, and bound with it the eyes of the Star–Child, and drave him in front of him.	Fear
910	But the Tree shook its head.	Sadness
911	And the old man set before him some mouldy bread on a trencher and said, 'Eat,' and some brackish water in a cup and said, 'Drink,' and when he had eaten and drunk, the old man went out, locking the door behind him and fastening it with an iron chain.	Anger
912	“亲爱的王子啊，”燕子说，“我不忍心干这个。”然后就开始哭起来。	Sadness
913	“可是人家并没有失去他们唯一的儿子,”焰火筒说，“他们根本就没遇上倒霉的事。”	Joy
914	So the Woodcutter and his wife went out and called to the Star–Child, and said to him, 'Go into the house, and there shalt thou find thy mother, who is waiting for thee.'	Love
915	比如说,假如今天夜里我有个三长两短，这对谁来说都是一大不幸！	Sadness
916	So the Nightingale pressed closer against the thorn, and the thorn touched her heart, and a fierce pang of pain shot through her.	Fear
917	So the Star–Child was brought up with the children of the Woodcutter, and sat at the same board with them, and was their playmate.	Joy
918	那男孩儿在发烧，在床上来回翻身，他妈妈累得支撑不住，已经睡着了。	Sadness
919	The wild birds that roam through the forest have their freedom.	Joy
920	“我笑是因为我高兴呀。”爆竹回答说。	Joy
921	You will wear it to-night next your heart, and as we dance together it will tell you how I love you.	Love
922	一层薄薄的红晕岀现在玫瑰的叶子里，宛如新郎初吻新娘的柔唇时脸上露出的潮红。	Love
923	I am no son of thine to do thy bidding.	Anger
924	But the winter has chilled my veins, and the frost has nipped my buds, and the storm has broken my branches, and I shall have no roses at all this year.	Sadness
925	“这里好冷啊，”他说，“不过我会跟你呆上一个夜晚，给你当送信的人。”	Love
926	可怜的人儿，失去了他们唯一的儿子！	Sadness
927	But the soldiers who stood on guard dropped their halberts across the entrance, and said roughly to him, 'What is thy business in the city?'	Anger
928	但是冬天把我的叶脉冻坏了，霜冻摧毁了我的花蕾，暴风雨折断了我的树枝，今年我没法开玫瑰花了。	Sadness
929	“浪漫这东西死了，浪漫这东西死了，浪漫这东西死了呀。”她小声嘟哝说。	Sadness
930	他的朋友六个星期前都飞往埃及去了，但他耽搁下来，因他和最美丽的芦苇相爱了。	Love
931	他当然是爆炸了。	Fear
932	Fainter and fainter grew her song, and she felt something choking her in her throat.	Fear
933	'Real friends should have everything in common,' the Miller used to say, and little Hans nodded and smiled, and felt very proud of having a friend with such noble ideas.	Love
934	哦，再见,听我说没错，能跟你交谈我很高兴。	Joy
935	It is more precious than emeralds, and dearer than fine opals.	Joy
936	Yet did its beauty profit him little, for wherever he went harsh briars and thorns shot up from the ground and encompassed him, and evil nettles stung him, and the thistle pierced him with her daggers, so that he was in sore distress. 	Fear
937	I am afraid it will not go with my dress, she answered, "and, besides, the Chamberlain's nephew has sent me some real jewels, and everybody knows that jewels cost far more than flowers."	Fear
938	“这是再自私不过的理由，”火箭生气地说，	Anger
939	“尽管我不认识他，我天天夜里都给他唱歌,天天夜里我把他的故事讲给星星听，现在我看见他了。	Love
940	他来到大教堂的大门口时，士兵纷纷横出矛戦，说：“你到这里乱闯什么？只有国王才能从这里进去。	Anger
941	朝臣这下全乐了，有人索性冲他大声喊：“陛下，人民在等待自己的国王，你却让他们看到了一个乞丐。”另一些人怒火顿生，说：“他为我们国家带来耻辱,不配做我们的一国之君。”	Anger
942	星孩于是跟兔子说：“我正在寻找一块白金，到处找也找不到，要是我不把白金带给我的主人，他会打我的。”	Fear
943	God made the blind–worm and the mole, and each has its place.	Love
944	你必须给我唱歌，胸脯顶在一根玫瑰树刺上。	Fear
945	“不，小燕子，”可怜的王子说，“你一定要飞往埃及去。”	Sadness
946	“谁竟敢伤害你？”巨人大声责问道，“快告诉我，看我拿上我的大剑，去把他砍了。”	Anger
947	教士乘车而过，捻珠祈祷，谁都不关心我们。	Sadness
948	Why doesn’t the Government look to it?'	Anger
949	And in the morning he rose up, and plucked some bitter berries from the trees and ate them, and took his way through the great wood, weeping sorely.	Sadness
950	发现自己这么受人欢迎，真是令人再高兴不过了。”	Joy
951	However, they did not seem to have much effect.	Sadness
952	So overjoyed were they at their deliverance that they laughed aloud, and the Earth seemed to them like a flower of silver, and the Moon like a flower of gold.	Joy
953	我倒觉得更像星星，它们一放起来你就明白了，像我吹笛子一样赏心悦目。	Joy
954	And there came to him the little daughter of the Woodcutter, and she put her hand upon his shoulder and said, 'What doth it matter if thou hast lost thy comeliness?	Love
955	What a success I am!"	Joy
956	And on the morrow the Magician came to him, and said, 'If to–day thou bringest me not the piece of yellow gold, I will surely keep thee as my slave, and give thee three hundred stripes.'	Fear
957	All that I ask of you in return is that you will be a true lover, for Love is wiser than Philosophy, though she is wise, and mightier than Power, though he is mighty.	Love
958	The fact is that I find this place rather tedious.	Sadness
959	王子看见新娘时，跪下一条腿，吻了新娘的手。	Love
960	She will have no heed of me, and my heart will break."	Sadness
961	按宫廷御医说，那个生下他的白人姑娘是死于悲伤或瘟疫；而另有人则说是用一杯配制好的意大利烈性毒酒让她服下，不到一小时就活活弄死了她;那个可靠的信差，把这孩子放在鞍子前面就跑了，等他跳下疲劳的马、敲开牧羊人小屋的柴门时，公主的尸体正在往挖开的墓穴里放。	Fear
962	多么可怕的灾难！	Fear
963	Indeed, I know of nothing in the world that is either nobler or rarer than a devoted friendship."	Joy
964	然而，夜莺的声音却越来越弱了，她的小翅膀开始扑棱，她的眼睛蒙上了一层阴影。	Sadness
965	It is a beautiful virtue, and I possess it in a high degree.	Joy
966	你还一心想杀死你的妈妈不成？”	Anger
967	再往远处,在一片果园里，一只夜莺在欢唱。	Joy
968	He spoke with a very slow, distinct voice, as if he was dictating his memoirs, and always looked over the shoulder of the person to whom he was talking.	Love
969	But the little boy whom the Giant loved was never seen again.	Sadness
970	What a terrible misfortune! 	Fear
971	In the winter, also, he was extremely lonely, as the Miller never came to see him then.	Sadness
972	我们今后怎么养活他呢？她生丈夫的气了。	Anger
973	星孩听了这话又一次对他大发慈悲，把那块红色的金子白送了他，说：“你比我更需要它。”	Love
974	And how shall we tend it?' And she was wroth against him.	Anger
975	这下我能写完我的剧本了。”他看上去相当幸福。	Joy
976	And the Mole answered, 'Thou hast blinded mine eyes.	Anger
977	闲人莫入，违者法办	Fear
978	Ahem! ahem! said the Rocket angrily.	Anger
979	If a thing is so, it is so, and at present it is terribly cold.'	Fear
980	Order! order! cried out a Cracker.	Anger
981	第二天，魔术师来到他跟前，说:“今天你要是不把那块黄金给我带来，那我肯定要把你当奴隶使唤，抽你三百鞭子。”	Fear
982	那是花园最远的角落,一个小男孩儿正站在那里。	Sadness
983	'Dear little Hans,' said the Miller, 'would you mind carrying this sack of flour for me to market?'	Fear
984	燕子把一片又一片赤金送给穷人，他们的孩子脸上有了红润，在大街上欢声笑语一片，玩耍得很痛快。	Joy
985	Hans,' said the Miller, 'friendship never forgets.	Love
986	“我要一直跟你在一起。”燕子说,随后就在王子脚边睡着了。	Love
987	She is like a white rose! they cried, and they threw down flowers on her from the balconies.	Joy
988	But the children said that they did not know where he lived, and had never seen him before; and the Giant felt very sad.	Sadness
989	Your picture was beautiful, he murmured, "but you are more beautiful than your picture"; and the little Princess blushed.	Joy
990	他重重地摔进了浪头里，他的伙伴赶快得得得跑走了。	Sadness
991	“我们过得多么快乐幸福啊！ ”他们互相告慰道。	Joy
992	你怎么对所有需要怜悯的人那样冷酷无情呢?	Anger
993	Yet did its beauty profit him little, for wherever he went harsh briars and thorns shot up from the ground and encompassed him, and evil nettles stung him, and the thistle pierced him with her daggers, so that he was in sore distress. 	Fear
994	Well, upon my word, you are very ungrateful, said the Student angrily; and he threw the rose into the street, where it fell into the gutter, and a cart-wheel went over it.	Anger
995	星孩哭了，低下头来，祈求上帝造就的万物原谅他，并继续在森林里行走，想决心找到那个要饭的女人。	Sadness
996	但是麻风病人一个劲儿求他，星孩终于动了恻隐之心，把那块白金送给了他。	Love
997	Then he began to feel a curious tingling sensation all over him.	Fear
998	He was very much admired indeed.	Love
999	Only in the garden of the Selfish Giant it was still winter. 	Sadness
1000	But the Tree shook its head.	Sadness
1001	你一脸幸福哪。	Joy
1002	但是树林的美对他却没有一点好处，因为不管他走到哪里，刺儿都会马上从地里疯长出来,拦住他的去路，那些可恶的尊麻刺伤他,蓟也用浑身大刺扎他，他可遭了大罪了。	Fear
1003	So the Nightingale pressed closer against the thorn, and the thorn touched her heart, and a fierce pang of pain shot through her.	Fear
1004	But the winter has chilled my veins, and the frost has nipped my buds, and the storm has broken my branches, and I shall have no roses at all this year."	Sadness
1005	So the Woodcutter and his wife went out and called to the Star–Child, and said to him, 'Go into the house, and there shalt thou find thy mother, who is waiting for thee.'	Love
1006	But the soldiers who stood on guard dropped their halberts across the entrance, and said roughly to him, 'What is thy business in the city?'	Anger
1007	那是一个可爰的大花园，茸茸绿草满地都是。	Joy
1008	他们玩耍了整整一天，天黑了他们才来和巨人道别。	Joy
1009	最后他迷了路，在非常危险的沼泽地跌跌撞撞，不慎掉进了深窟窿里，可怜的小汉斯淹死了。	Fear
1010	但是他又严厉地和他们讲了一遍，说:“快把这些东西拿走，别让我看见他们。	Anger
1011	Every afternoon, as they were coming from school, the children used to go and play in the Giant's garden. 	Joy
1012	And the old man took then from his turban a scarf of figured silk, and bound with it the eyes of the Star–Child, and drave him in front of him.	Fear
1013	黑人们抓过他手里的珍珠，又把他推向海中。	Fear
1014	I am no son of thine to do thy bidding.'	Anger
1015	He had been to visit his friend the Cornish ogre, and had stayed with him for seven years.	Love
1016	不久，春天来了，乡间到处开满小小花朵，小鸟儿到处飞舞。	Joy
1017	这红宝石的心里有鲜血，这珍珠的心里是死亡。	Fear
1018	“浪漫这东西死了，浪漫这东西死了，浪漫这东西死了呀。”她小声嘟哝说。	Sadness
1019	“亲爱的王子啊，”燕子说，“我不忍心干这个。”然后就开始哭起来。	Sadness
1020	At last he lost his way, and wandered off on the moor, which was a very dangerous place, as it was full of deep holes, and there poor little Hans was drowned.	Fear
1021	And the old man set before him some mouldy bread on a trencher and said, 'Eat,' and some brackish water in a cup and said, 'Drink,' and when he had eaten and drunk, the old man went out, locking the door behind him and fastening it with an iron chain.	Anger
1022	“你说这话是疯了，”星孩生气地大声说，	Anger
1023	So it was always Winter there, and the North Wind, and the Hail, and the Frost, and the Snow danced about through the trees.	Sadness
1024	Fainter and fainter grew her song, and she felt something choking her in her throat.	Sadness
1025	Upon my word,' said the Miller with anger, 'you are very lazy.	Anger
1026	It was a large lovely garden, with soft green grass. 	Joy
1027	“你把我三分之一的仆人都害死了，”她哭叫道，“快给我走吧。	Fear
1028	草地上到处长着美丽的鲜花，像星星一样；春天时节，花园里的十二棵桃树盛开耀眼夺目的粉红色花儿和银白色花儿；秋天来了，树上结满了累累果实。	Joy
1029	I am very glad I have travelled.	Joy
1030	可怜的人儿，失去了他们唯一的儿子！	Sadness
1031	One morning the Giant was lying awake in bed when he heard some lovely music.	Joy
1032	于是他走过去，朝她扔石头，取笑她;那要饭女人眼睛里充满恐怖，看着他，而且是目不转睛地注视他。	Fear
1033	快快滚到一边。	Anger
1034	'Real friends should have everything in common,' the Miller used to say, and little Hans nodded and smiled, and felt very proud of having a friend with such noble ideas.	Love
1035	那男孩儿在发烧，在床上来回翻身，他妈妈累得支撑不住，已经睡着了。	Sadness
1036	You are the rudest person I ever met, said the Rocket, "and you cannot understand my friendship for the Prince."	Anger
1037	你还一心想杀死你的妈妈不成？	Anger
1038	I have six beautiful daughters.	Joy
1039	野外的鸟儿在树林里飞来飞去，自有它们的自由，	Joy
1040	他来到大教堂的大门口时，士兵纷纷横出矛戦，说：“你到这里乱闯什么？只有国王才能从这里进去。	Anger
1041	寒风从森林刮过来，朝敞开的门吹去,冻得她浑身发抖，她哆哆嗦嗦对他说，你还不快把门关上？	Fear
1042	Ahem! ahem! said the Rocket angrily.	Anger
1043	年轻的国王端详着这些东西，发现它们很美丽。	Joy
1044	他往镜子里一看，见是他自己的脸,不禁大叫一声醒了过来，耀眼的阳光照进了屋子，花园和游乐园的树上传来鸟儿的鸣叫。	Joy
1045	他伸出手去，紧紧抓住那麻风病人苍白的脚，对他说：“我曾三次对你仁爱相待。	Love
1046	Charming! charming!	Joy
1047	“我怎么感谢你好呢？”星孩说，“瞧瞧吧！你可是第二次救了我啊。”	Love
1048	But the little boy whom the Giant loved was never seen again.	Sadness
1049	我们今后怎么养活他呢？她生丈夫的气了。	Anger
1050	“谁竟敢伤害你？”巨人大声责问道，“快告诉我，看我拿上我的大剑，去把他砍了。”	Anger
1051	“我要一直跟你在一起。”燕子说,随后就在王子脚边睡着了。	Love
1052	星孩于是跟兔子说：“我正在寻找一块白金，到处找也找不到，要是我不把白金带给我的主人，他会打我的。”	Fear
1053	I prefer them to stars myself, as you always know when they are going to appear, and they are as delightful as my own flute-playing.	Joy
1054	However, they did not seem to have much effect.	Sadness
1055	But the children said that they did not know where he lived, and had never seen him before, and the Giant felt very sad.	Sadness
1056	闲人莫入，违者法办。	Fear
1057	谁知道小东西会不会给咱家带来坏运气？	Fear
1058	教士乘车而过，捻珠祈祷，谁都不关心我们。	Sadness
1059	I am a very remarkable Rocket, and come of remarkable parents.	Joy
1060	This is magnificent, cried the Rocket, "they are going to let me off in broad day-light, so that every one can see me."	Joy
1061	What a terrible misfortune! 	Fear
1062	第二天，魔术师来到他跟前，说:“今天你要是不把那块黄金给我带来，那我肯定要把你当奴隶使唤，抽你三百鞭子。”	Fear
1063	Your picture was beautiful, he murmured, "but you are more beautiful than your picture", and the little Princess blushed.	Love
1064	“我看春天终于来了。”巨人说，他从床上跳下，往外张望。	Joy
1065	朝臣这下全乐了，有人索性冲他大声喊：“陛下，人民在等待自己的国王，你却让他们看到了一个乞丐。”另一些人怒火顿生，说：“他为我们国家带来耻辱,不配做我们的一国之君。”	Anger
1066	What a success I am!	Joy
1067	Order! order! cried out a Cracker.	Anger
1068	一些憔悴的妇女围着一张桌子做针线活儿。	Sadness
1069	星孩听了这话又一次对他大发慈悲，把那块红色的金子白送了他，说：“你比我更需要它。”	Love
1070	At that moment a curious crack sounded inside the statue, as if something had broken.	Sadness
1071	“胡扯！”狼嗥嗥叫道。	Anger
1072	She is like a white rose! they cried, and they threw down flowers on her from the balconies.	Joy
1073	It is a beautiful virtue, and I possess it in a high degree.	Joy
1074	再往远处,在一片果园里，一只夜莺在欢唱。	Joy
1075	“无上荣耀呀！”全体朝臣纷纷道贺说。	Joy
1076	She thinks merely of music, and everybody knows that the arts are selfish.	Anger
1077	多么可怕的灾难！	Fear
1078	All that I ask of you in return is that you will be a true lover, for Love is wiser than Philosophy, though she is wise, and mightier than Power, though he is mighty.	Love
1079	And in the morning he rose up, and plucked some bitter berries from the trees and ate them, and took his way through the great wood, weeping sorely.	Sadness
1080	这花儿美极了，准保有一个长长的拉丁名字。”他探下身子把玫瑰花儿摘掉了。	Joy
1081	So overjoyed were they at their deliverance that they laughed aloud, and the Earth seemed to them like a flower of silver, and the Moon like a flower of gold.	Joy
1082	你必须给我唱歌，胸脯顶在一根玫瑰树刺上。	Fear
1083	我倒觉得更像星星，它们一放起来你就明白了，像我吹笛子一样赏心悦目。	Joy
1084	我上一次见到他们,他们还在争吵昵。	Anger
1085	燕子把一片又一片赤金送给穷人，他们的孩子脸上有了红润，在大街上欢声笑语一片，玩耍得很痛快。	Joy
1086	And how shall we tend it?' And she was wroth against him.	Anger
1087	这下我能写完我的剧本了，他看上去相当幸福。	Joy
1088	他亲吻过快乐王子的嘴唇，掉在王子脚下死去了。	Sadness
1089	然而，夜莺的声音却越来越弱了，她的小翅膀开始扑棱，她的眼睛蒙上了一层阴影。	Sadness
1090	发现自己这么受人欢迎，真是令人再高兴不过了。	Joy
1091	她没有穿鞋，没有穿袜子，还光着小脑袋。	Sadness
1092	She will have no heed of me, and my heart will break.	Sadness
1093	这可是世间最红的玫瑰。	Joy
1094	“国王的儿子真叫走运，”他说，“他结婚的那天我正好被燃放。	Joy
1095	我这下把风头岀尽了！	Joy
1096	And the marvellous rose became crimson, like the rose of the eastern sky.	Joy
1097	Even the cattle of the field praise Him.	Joy
1098	他浑身贴满了一片片赤金叶子，眼睛含着两颗晶莹的蓝宝石，佩剑的剑柄上镶嵌了一颗大红宝石，闪闪发光。	Joy
1099	王子看见新娘时，跪下一条腿，吻了新娘的手。	Love
1100	If a thing is so, it is so, and at present it is terribly cold.	Fear
1101	真正的爱是受熬煎，是沉默无语。	Sadness
1102	“你挑选对了，”上帝说，“因为在我的乐园里，这只小鸟会永远唱下去，而在我的金子城市里，快乐王子会赞美我的。”	Joy
1103	Why doesn’t the Government look to it?	Anger
1104	Hans, I am surprised at you,' said the Miller, friendship never forgets.	Love
1105	王子和公主领衔起舞。	Joy
1106	And on the morrow the Magician came to him, and said, 'If to–day thou bringest me not the piece of yellow gold, I will surely keep thee as my slave, and give thee three hundred stripes.'	Fear
1107	“不，小燕子，”可怜的王子说，“你一定要飞往埃及去。”	Sadness
1108	比如说，新娘和新郎这么年轻就彼此相爱了。	Love
1109	尽管我不认识他，我天天夜里都给他唱歌,天天夜里我把他的故事讲给星星听，现在我看见他了。	Sadness
1110	“这是再自私不过的理由，”火箭生气地说。	Anger
1111	In the winter, also, he was extremely lonely, as the Miller never came to see him then.	Sadness
1112	Who is there who careth for us?	Anger
1113	可是夜莺明白这位大学生的苦衷，呆在栎树丛里一声不吭，默想着爱情的秘密所在。	Sadness
1114	And the Mole answered, Thou hast blinded mine eyes.	Anger
1115	'Nay, but thou art indeed my little son, whom I bare in the forest,' she cried, and she fell on her knees, and held out her arms to him.	Love
1116	嗖！嗖！转轮焰火一圈又一圈地旋转着。	Joy